60,0,0,0,0
135,0,0,0,0
210,0,0,0,0
285,0,0,0,0
360,0,0,0,0
435,0,0,0,0
510,0,0,0,0
585,0,0,0,0
660,0,0,0,0
735,0,0,0,0
810,0,0,0,0
885,0,0,0,0
960,0,0,0,0
1035,0,0,0,0
1110,0,0,0,0
1185,0,0,0,0
1260,0,0,0,0
1335,0,0,0,0
1410,0,0,0,0
1485,0,0,0,0
1560,0,0,0,0
1635,0,0,0,0
1710,0,0,0,0
1785,0,0,0,0
1860,0,0,0,0
1935,0,0,0,0
2010,0,0,0,0
2085,0,0,0,0
2160,0,0,0,0
2235,0,0,0,0
2310,0,0,0,0
2385,0,0,0,0
2460,0,0,0,0
2535,0,0,0,0
2610,0,0,0,0
2685,0,0,0,0
2760,0,0,0,0
2835,0,0,0,0
2910,0,0,0,0
2985,0,0,0,0
3060,0,0,0,0
3135,0,0,0,0
3210,0,0,0,0
3285,0,0,0,0
3360,0,0,0,0
3435,0,0,0,0
3510,0,0,0,0
3585,0,0,0,0
3660,0,0,0,0
3735,0,1,0,0
3810,0,0,0,0
3885,0,0,0,0
3960,0,0,0,0
4035,0,0,0,0
4110,0,0,1,0
4185,0,0,0,0
4260,1,0,0,0
4335,0,0,1,0
4410,0,0,1,0
4485,1,0,0,0
4560,1,0,1,1
4635,0,1,1,0
4710,1,1,1,0
4785,1,0,0,0
4860,1,0,1,1
4935,0,1,1,0
5010,1,1,0,0
5085,1,0,0,0
5160,1,0,1,1
5235,0,1,1,0
5310,1,1,0,0
5385,0,0,0,0
5460,1,0,0,1
5535,0,1,1,0
5610,0,1,0,0
5685,1,0,0,0
5760,1,1,0,1
5835,0,1,1,0
5910,1,1,0,0
5985,1,0,0,0
6060,1,0,1,1
6135,0,1,1,0
6210,1,1,0,0
6285,1,0,0,0
6360,1,0,0,1
6435,0,1,1,0
6510,0,1,0,0
6585,1,0,0,0
6660,1,1,0,1
6735,0,1,1,0
6810,1,1,0,0
6885,1,0,0,0
6960,1,0,1,1
7035,0,1,1,0
7110,0,1,0,0
7185,1,0,0,0
7260,1,1,1,1
7335,0,1,1,0
7410,1,1,0,0
7485,1,0,0,0
7560,1,1,0,1
7635,1,1,1,0
7710,1,1,0,0
7785,0,0,0,0
7860,1,1,0,0
7935,1,1,0,0
8010,0,1,0,0
8085,0,0,0,0
8160,1,0,0,1
8235,1,1,0,0
8310,0,1,0,0
8385,0,0,0,0
8460,1,1,0,0
8535,0,1,0,0
8610,1,0,0,0
8685,0,0,0,0
8760,0,0,0,1
8835,0,0,1,0
8910,1,0,0,0
8985,0,0,0,0
9060,1,0,0,0
9135,0,0,0,0
9210,0,0,1,0
9285,0,0,0,0
9360,1,0,0,0
9435,0,0,0,0
9510,1,0,1,0
9585,0,0,0,0
9660,1,0,0,0
9735,0,1,0,0
9810,1,0,0,0
9885,0,0,0,0
9960,1,0,0,0
10035,0,1,0,0
10110,0,0,0,0
10185,0,0,0,0
10260,1,0,0,0
10335,0,1,0,0
10410,0,0,0,0
10485,0,0,0,0
10560,1,0,0,0
10635,0,1,0,0
10710,0,0,0,0
10785,0,0,0,0
10860,1,0,0,0
10935,0,0,0,0
11010,0,0,0,0
11085,0,0,0,0
11160,0,0,0,0
11235,0,1,0,0
11310,1,0,0,0
11385,0,0,0,0
11460,0,0,0,0
11535,1,0,0,0
11610,0,0,1,0
11685,0,0,0,0
11760,1,0,0,0
11835,0,0,1,0
11910,0,0,0,0
11985,0,0,0,0
12060,1,0,1,0
12135,1,1,0,0
12210,0,1,1,0
12285,0,0,0,0
12360,1,0,0,0
12435,0,1,0,0
12510,0,0,0,0
12585,1,0,0,0
12660,0,0,0,0
12735,1,0,0,0
12810,0,1,0,0
12885,0,0,0,0
12960,1,0,0,0
13035,1,0,0,0
13110,1,0,0,0
13185,0,0,0,0
13260,1,0,0,0
13335,1,0,0,0
13410,0,0,1,0
13485,1,0,0,0
13560,1,0,0,0
13635,1,0,0,0
13710,0,0,1,0
13785,0,0,0,0
13860,1,0,0,0
13935,1,0,0,0
14010,1,0,0,0
14085,1,0,0,0
14160,1,0,0,0
14235,1,0,0,0
14310,1,0,1,0
14385,0,0,0,0
14460,1,0,0,0
14535,1,0,0,0
14610,0,0,1,0
14685,0,0,1,0
14760,1,0,0,0
14835,1,0,0,0
14910,0,0,1,0
14985,0,0,0,0
15060,1,0,0,0
15135,1,0,0,0
15210,0,0,1,0
15285,0,0,0,0
15360,1,0,0,0
15435,1,0,0,0
15510,0,0,0,0
15585,0,0,0,0
15660,1,0,0,0
15735,1,0,0,0
15810,0,0,1,0
15885,0,0,0,0
15960,1,0,0,0
16035,1,0,0,0
16110,0,0,1,0
16185,0,0,0,0
16260,0,0,0,0
16335,1,0,0,0
16410,1,0,0,0
16485,0,0,0,0
16560,1,0,0,0
16635,1,0,0,0
16710,0,0,1,0
16785,0,0,0,0
16860,1,0,0,0
16935,1,0,0,0
17010,0,0,0,0
17085,1,0,0,0
17160,1,0,0,0
17235,1,1,0,0
17310,1,0,0,0
17385,0,0,0,0
17460,1,0,0,0
17535,1,0,0,0
17610,1,0,0,0
17685,0,0,0,0
17760,1,0,0,0
17835,1,0,0,0
17910,0,1,0,0
17985,0,0,0,0
18060,1,0,0,0
18135,1,0,0,0
18210,0,0,0,0
18285,1,0,0,0
18360,1,0,0,0
18435,1,0,0,0
18510,0,0,0,0
18585,1,0,0,0
18660,0,0,0,0
18735,1,0,0,0
18810,1,0,0,0
